Date;Open;High;Low;Close
2023-01-02 00:00:00-03:00;14,399999618530273;14,449999809265137;14,020000457763672;14,1899995803833
2023-01-03 00:00:00-03:00;14,15999984741211;14,390000343322754;14,109999656677246;14,170000076293945
2023-01-04 00:00:00-03:00;14,279999732971191;14,470000267028809;14,079999923706055;14,25
2023-01-05 00:00:00-03:00;14,270000457763672;14,40999984741211;14,140000343322754;14,289999961853027
2023-01-06 00:00:00-03:00;14,300000190734863;14,359999656677246;14,15999984741211;14,319999694824219
2023-01-09 00:00:00-03:00;14,289999961853027;14,470000267028809;14,270000457763672;14,399999618530273
2023-01-10 00:00:00-03:00;14,260000228881836;14,600000381469727;14,25;14,539999961853027
2023-01-11 00:00:00-03:00;14,510000228881836;14,789999961853027;13,949999809265137;14,289999961853027
2023-01-12 00:00:00-03:00;13,800000190734863;14,170000076293945;13,65999984741211;14,100000381469727
2023-01-13 00:00:00-03:00;14,0;14,050000190734863;13,770000457763672;13,880000114440918
2023-01-16 00:00:00-03:00;13,720000267028809;13,739999771118164;13,180000305175781;13,199999809265137
2023-01-17 00:00:00-03:00;13,300000190734863;13,949999809265137;13,199999809265137;13,859999656677246
2023-01-18 00:00:00-03:00;13,930000305175781;14,0600004196167;13,729999542236328;13,779999732971191
2023-01-19 00:00:00-03:00;13,670000076293945;13,850000381469727;13,550000190734863;13,640000343322754
2023-01-20 00:00:00-03:00;13,550000190734863;13,640000343322754;13,369999885559082;13,529999732971191
2023-01-23 00:00:00-03:00;13,5600004196167;13,680000305175781;13,359999656677246;13,420000076293945
2023-01-24 00:00:00-03:00;13,420000076293945;13,609999656677246;13,34000015258789;13,609999656677246
2023-01-25 00:00:00-03:00;13,550000190734863;13,739999771118164;13,470000267028809;13,710000038146973
2023-01-26 00:00:00-03:00;13,699999809265137;13,850000381469727;13,529999732971191;13,739999771118164
2023-01-27 00:00:00-03:00;13,75;13,75;13,59000015258789;13,649999618530273
2023-01-30 00:00:00-03:00;13,6899995803833;13,699999809265137;13,4399995803833;13,529999732971191
2023-01-31 00:00:00-03:00;13,619999885559082;13,739999771118164;13,5;13,65999984741211
2023-02-01 00:00:00-03:00;13,640000343322754;13,729999542236328;12,850000381469727;13,180000305175781
2023-02-02 00:00:00-03:00;13,0600004196167;13,529999732971191;13,0;13,109999656677246
2023-02-03 00:00:00-03:00;13,069999694824219;13,220000267028809;12,90999984741211;12,979999542236328
2023-02-06 00:00:00-03:00;13,039999961853027;13,199999809265137;12,949999809265137;13,020000457763672
2023-02-07 00:00:00-03:00;13,020000457763672;13,079999923706055;12,890000343322754;12,960000038146973
2023-02-08 00:00:00-03:00;13,039999961853027;13,239999771118164;12,930000305175781;13,1899995803833
2023-02-09 00:00:00-03:00;13,149999618530273;13,229999542236328;12,949999809265137;13,020000457763672
2023-02-10 00:00:00-03:00;12,979999542236328;12,989999771118164;12,600000381469727;12,859999656677246
2023-02-13 00:00:00-03:00;12,859999656677246;13,170000076293945;12,850000381469727;13,130000114440918
2023-02-14 00:00:00-03:00;13,149999618530273;13,359999656677246;12,989999771118164;13,0
2023-02-15 00:00:00-03:00;12,989999771118164;13,369999885559082;12,930000305175781;13,229999542236328
2023-02-16 00:00:00-03:00;13,25;13,300000190734863;12,960000038146973;13,079999923706055
2023-02-17 00:00:00-03:00;13,039999961853027;13,25;13,010000228881836;13,199999809265137
2023-02-22 00:00:00-03:00;13,050000190734863;13,3100004196167;13,050000190734863;13,210000038146973
2023-02-23 00:00:00-03:00;13,210000038146973;13,399999618530273;13,119999885559082;13,25
2023-02-24 00:00:00-03:00;13,220000267028809;13,399999618530273;13,079999923706055;13,319999694824219
2023-02-27 00:00:00-03:00;13,380000114440918;13,460000038146973;13,260000228881836;13,399999618530273
